Player,Country,Start,End,Matches,Innings,Overs,Maidens,Runs,Wickets,Average,Economy,StrikeRate,BestBowlingInnings,FourWickets,FiveWickets
Yusuf Ebrahim,PAN,2019,2023,13,11,19.3,1,170,5,34,8.717948717948717,23.4,3/18,0,0
Zeerak Chughtai,BUL,2023,2024,8,6,14,0,117,5,23.4,8.357142857142858,16.8,2/28,0,0
Aarif Sheikh,NEP,2018,2024,41,9,16,0,132,4,33,8.25,24,1/2,0,0
Abdul Rahman,Aut,2019,2019,3,3,10,1,72,4,18,7.2,15,2/37,0,0
Abdul Samad,Japan,2024,2024,4,4,5.4,0,13,4,3.25,2.2941176470588234,8.5,2/4,0,0
Abul Hasan,BAN,2012,2018,5,5,14,0,148,4,37,10.571428571428571,21,2/33,0,0
Abu Jayed,BAN,2018,2018,3,3,11,0,106,4,26.5,9.636363636363637,16.5,2/27,0,0
Adil Butt,KSA,2020,2020,3,3,9,0,55,4,13.75,6.111111111111111,13.5,2/15,0,0
D Ahir,PAN,2021,2021,5,5,15,0,110,4,27.5,7.333333333333333,22.5,2/21,0,0
D Ajekun,NGA,2019,2024,29,7,12.1,0,86,4,21.5,7.068493150684932,18.25,1/5,0,0
NN Akhter,MLT,2020,2020,3,2,8,0,60,4,15,7.5,12,3/35,0,0
DI Allan,Kenya,2012,2013,10,7,9.2,0,82,4,20.5,8.785714285714286,13.999999999999998,2/8,0,0
A Andrews,SUI,2021,2022,7,4,11,0,82,4,20.5,7.454545454545454,16.5,3/21,0,0
MA Aponso,Sri Lanka,2018,2018,3,3,10,0,79,4,19.75,7.9,15,2/29,0,0
Arafat Minhas,Pakistan,2023,2023,3,3,8,0,45,4,11.25,5.625,12,2/11,0,0
Arshad Iqbal,Pakistan,2021,2023,3,3,9,0,53,4,13.25,5.888888888888889,13.5,3/14,0,0
Ashish Rana,EST,2021,2022,5,4,9,0,69,4,17.25,7.666666666666667,13.5,3/14,0,0
A Aspiotis,GRC,2019,2019,3,3,11,0,71,4,17.75,6.454545454545454,16.5,2/24,0,0
NJ Astle,New Zealand,2005,2006,4,2,6.5,0,50,4,12.5,7.317073170731708,10.25,3/20,0,0
R Avery,BRA,2019,2019,4,4,11,0,66,4,16.5,6,16.5,2/13,0,0
HMCM Bandara,Sri Lanka,2006,2009,4,4,14,0,96,4,24,6.857142857142857,21,3/32,0,0
HH Banner,Blz,2019,2019,3,3,12,1,67,4,16.75,5.583333333333333,18,2/18,0,0
Bashar Khan,ITA,2022,2022,5,5,16.3,1,72,4,18,4.363636363636363,24.75,2/18,0,0
MD Bates,New Zealand,2012,2012,3,3,11,0,107,4,26.75,9.727272727272727,16.5,3/31,0,0
Bipin Kumar,QAT,2023,2023,8,6,20,0,155,4,38.75,7.75,30,2/32,0,0
ML Bojang,GMB,2022,2023,8,7,20.5,0,115,4,28.75,5.5200000000000005,31.25,1/2,0,0
GB Brent,Zimbabwe,2006,2007,3,3,11,0,93,4,23.25,8.454545454545455,16.5,2/19,0,0
MS Chapman (HKG/NZ),NA,2014,2024,78,7,14,0,99,4,24.75,7.071428571428571,21,1/9,0,0
Chaudhary Akram,NOR,2023,2024,4,2,5,0,27,4,6.75,5.4,7.5,2/13,0,0
PP Chawla,India,2010,2012,7,7,23,1,151,4,37.75,6.565217391304348,34.5,2/13,0,0
MD Dai,Papau New Guinea,2015,2017,9,9,25,0,157,4,39.25,6.28,37.5,2/13,0,0
K Dasan,BUL,2019,2020,10,2,8,0,52,4,13,6.5,12,3/23,0,0
N Davidovic,CRT,2022,2022,3,2,7,0,53,4,13.25,7.571428571428571,10.5,3/22,0,0
JM Davison,Canada,2008,2010,5,5,18,0,91,4,22.75,5.055555555555555,27,2/19,0,0
Deng Jinqi,CHN,2023,2024,6,5,12.3,0,87,4,21.75,6.96,18.75,2/12,0,0
NS Dhaliwal,Canada,2019,2024,37,6,10,0,59,4,14.75,5.9,15,1/11,0,0
Ehsan Nawaz,Hong Kong,2014,2024,6,6,10.4,0,103,4,25.75,9.65625,16,2/24,0,0
RR Emrit,West Indies,2018,2018,4,4,16,0,156,4,39,9.75,24,1/24,0,0
E Ernest,Sri LankaE,2021,2021,10,6,19,1,90,4,22.5,4.7368421052631575,28.5,2/12,0,0
Faisal Khan,KSA,2019,2024,41,12,21.2,0,194,4,48.5,9.09375,32,2/14,0,0
AM Fernando,Sri Lanka,2022,2024,7,6,20,0,208,4,52,10.4,30,1/11,0,0
T Filer,EST,2021,2021,5,3,6.2,0,41,4,10.25,6.473684210526316,9.5,3/18,0,0
M Fontaine,HUN,2021,2024,11,8,12.1,0,98,4,24.5,8.054794520547945,18.25,2/15,0,0
E Frimpong,GHA,2024,2024,4,4,10,1,31,4,7.75,3.1,15,3/4,0,0
LM Gabriel,LES,2022,2024,17,12,27,0,229,4,57.25,8.481481481481481,40.5,1/18,0,0
Gagandeep Singh,BUL,2023,2024,10,9,23,1,191,4,47.75,8.304347826086957,34.5,2/11,0,0
O Gholami,SWE,2021,2021,5,5,17,0,105,4,26.25,6.176470588235294,25.5,2/22,0,0
S Gill,Kenya,2024,2024,6,5,16,1,75,4,18.75,4.6875,24,2/14,0,0
S Goustis,GRC,2019,2019,3,3,9,1,42,4,10.5,4.666666666666667,13.5,2/28,0,0
JJ Griffin,IOM,2023,2023,3,2,8,0,62,4,15.5,7.75,12,2/31,0,0
M Grzinic,CRT,2024,2024,3,2,6,1,18,4,4.5,3,9,2/7,0,0
Habib Ahmadzai,Aut,2019,2022,10,2,4,0,25,4,6.25,6.25,6,4/12,1,0
Jandu Hamoud,KUW,2019,2019,6,6,16,0,112,4,28,7,24,2/25,0,0
RJ Harris,Australia,2010,2010,3,3,11.4,1,95,4,23.75,8.142857142857144,17.5,2/27,0,0
Z Hoque,THA,2019,2020,7,7,21,0,122,4,30.5,5.809523809523809,31.5,1/13,0,0
MG Hunter,GIBR,2019,2019,4,4,11.3,0,63,4,15.75,5.478260869565218,17.25,2/22,0,0
Hussain Talat,Pakistan,2018,2021,18,6,6,0,54,4,13.5,9,9,2/12,0,0
AN Hyobeom,SKOR,2022,2024,6,6,11,0,87,4,21.75,7.909090909090909,16.5,3/8,0,0
Imran Bulbulia,PAN,2019,2019,3,3,10,0,59,4,14.75,5.9,15,2/20,0,0
RK Inampud,Mex,2019,2019,3,3,12,0,68,4,17,5.666666666666667,18,2/29,0,0
Isa Zaroo,BUL,2023,2024,11,3,9,0,91,4,22.75,10.11111111111111,13.5,2/28,0,0
Ismaila Tamba,GMB,2022,2024,12,6,12,0,116,4,29,9.666666666666666,18,2/20,0,0
DF Jacobs,THA,2019,2024,9,2,5,0,26,4,6.5,5.2,7.5,4/13,1,0
B Jerkovic,CRT,2022,2024,9,5,9,0,100,4,25,11.11111111111111,13.5,3/19,0,0
Jitin Singh,TAN,2021,2023,24,3,4.2,0,48,4,12,11.076923076923078,6.5,3/35,0,0
Joginder Sharma,India,2007,2007,4,4,14.3,0,138,4,34.5,9.517241379310345,21.75,2/20,0,0
MBS Jonkman,NED,2010,2010,3,3,8,0,47,4,11.75,5.875,12,2/21,0,0
ST Kanakalil,MLT,2020,2020,3,2,8,0,74,4,18.5,9.25,12,4/31,1,0
Karanbir Singh,Aut,2024,2024,9,7,16,0,143,4,35.75,8.9375,24,2/32,0,0
A Kaul,SGP,2022,2024,11,3,5.5,0,31,4,7.75,5.314285714285715,8.75,3/20,0,0
S Kaul,India,2018,2019,3,3,9.4,0,84,4,21,8.689655172413794,14.5,2/35,0,0
B Kgosiemang,BOT,2022,2024,7,7,14.4,0,138,4,34.5,9.40909090909091,22,1/11,0,0
S Kizilkaya,TKY,2019,2019,4,4,9,0,74,4,18.5,8.222222222222221,13.5,2/9,0,0
V Kohli,India,2010,2024,125,13,25.2,0,204,4,51,8.052631578947368,38,1/13,0,0
Kuldeep Lal,ESP,2019,2021,11,6,13,0,135,4,33.75,10.384615384615385,19.5,2/33,0,0
GA Lamb,Zimbabwe,2010,2010,5,5,12.1,0,80,4,20,6.575342465753425,18.25,2/14,0,0
A Lark,Aut,2019,2019,5,4,11,0,55,4,13.75,5,16.5,3/20,0,0
E Leie,South Africa,2015,2015,2,2,6,0,48,4,12,8,9,3/16,0,0
J Lewis,England,2005,2007,2,2,7,0,55,4,13.75,7.857142857142857,10.5,4/24,1,0
ML Lewis,Australia,2006,2006,2,2,7.3,0,49,4,12.25,6.533333333333333,11.25,2/18,0,0
ZB Lion-Cachet,NED,2024,2024,4,4,11.4,0,80,4,20,6.857142857142858,17.5,2/5,0,0
Luo Shilin,CHN,2023,2024,11,8,26,0,165,4,41.25,6.346153846153846,39,2/10,0,0
CJ McKay,Australia,2010,2013,6,6,22.4,1,183,4,45.75,8.073529411764705,34,2/24,0,0
SW Masakadza,Zimbabwe,2010,2013,7,7,19.3,0,211,4,52.75,10.820512820512821,29.25,2/39,0,0
GE Mathurin,West Indies,2011,2012,3,3,10,0,65,4,16.25,6.5,15,3/9,0,0
DP Michael,Samoa,2019,2022,10,4,10.2,0,104,4,26,10.06451612903226,15.499999999999998,2/37,0,0
Mohammad Ahsan,KUW,2019,2019,6,6,20,0,192,4,48,9.6,30,2/31,0,0
Mohammad Kashif,NED,2010,2010,3,3,7,0,55,4,13.75,7.857142857142857,10.5,2/28,0,0
PL Mommsen,Scotland,2012,2016,24,7,23,0,164,4,41,7.130434782608695,34.5,1/23,0,0
L Monanthane,LES,2021,2024,11,11,23,0,211,4,52.75,9.173913043478262,34.5,2/9,0,0
R Mondol,BAN,2023,2023,3,3,7,1,60,4,15,8.571428571428571,10.5,3/14,0,0
Mohsin Khan,Hong Kong,2020,2020,3,3,9,0,72,4,18,8,13.5,3/37,0,0
G Mubiru,UGA,2021,2021,3,3,9,0,48,4,12,5.333333333333333,13.5,2/13,0,0
C Munro,New Zealand,2012,2020,65,12,19.4,0,186,4,46.5,9.45762711864407,29.499999999999996,1/12,0,0
N M'shangwe,Zimbabwe,2013,2014,5,5,16,0,142,4,35.5,8.875,24,2/33,0,0
S Nadigotla,ROM,2019,2024,35,5,12.2,0,81,4,20.25,6.5675675675675675,18.5,3/30,0,0
SM Nash,Samoa,2024,2024,6,6,16,0,105,4,26.25,6.5625,24,3/16,0,0
Nawaf Ahmed,KUW,2019,2024,10,9,20.3,0,182,4,45.5,8.878048780487806,30.75,2/10,0,0
Nawroz Mangal,Afghanistan,2010,2017,32,6,10,0,80,4,20,8,15,3/23,0,0
Nazril Rahman,MAS,2019,2022,13,9,19,0,186,4,46.5,9.789473684210526,28.5,2/28,0,0
A Ndlovu,Zimbabwe,2019,2024,12,12,36,1,289,4,72.25,8.027777777777779,54,1/14,0,0
JO Ngoche,Kenya,2012,2013,7,7,24,0,140,4,35,5.833333333333333,36,2/31,0,0
Nijat Masood,Afghanistan,2022,2022,3,3,11,0,95,4,23.75,8.636363636363637,16.5,3/39,0,0
Noah Mead,Samoa,2024,2024,6,6,15,0,112,4,28,7.466666666666667,22.5,2/21,0,0
AA Noffke,Australia,2007,2008,2,2,7.3,1,41,4,10.25,5.466666666666667,11.25,3/18,0,0
Nooruddin Mujadady,GER,2021,2022,6,5,15,0,148,4,37,9.866666666666667,22.5,2/60,0,0
L Nyarko,GHA,2024,2024,5,4,11,2,41,4,10.25,3.727272727272727,16.5,3/3,0,0
W O'Rourke,New Zealand,2024,2024,3,3,12,0,85,4,21.25,7.083333333333333,18,3/27,0,0
MP O'Dowd,NED,2015,2024,77,10,15.4,0,128,4,32,8.170212765957448,23.5,1/7,0,0
Omar Rassol,BUL,2021,2024,24,9,18,0,214,4,53.5,11.88888888888889,27,2/29,0,0
LN Onyango,Kenya,2007,2010,5,5,13,0,128,4,32,9.846153846153847,19.5,2/17,0,0
A Orfila,GIBR,2019,2021,5,5,15,0,135,4,33.75,9,22.5,2/34,0,0
Osama Mahmood,SUI,2021,2024,15,5,16,2,107,4,26.75,6.6875,24,3/39,0,0
CL Outerbridge,BER,2023,2023,4,4,9,0,50,4,12.5,5.555555555555555,13.5,3/18,0,0
J Overton,England,2024,2024,7,3,8.2,0,52,4,13,6.240000000000001,12.499999999999998,3/20,0,0
AA Paradkar,United States of America,2024,2024,4,3,9,0,70,4,17.5,7.777777777777778,13.5,3/24,0,0
R Parag,India,2024,2024,9,5,12.2,0,83,4,20.75,6.72972972972973,18.5,3/5,0,0
KJ Patel,SEY,2021,2021,6,6,22.1,0,148,4,37,6.676691729323308,33.25,2/16,0,0
MM Patel,India,2011,2011,3,3,10,0,86,4,21.5,8.6,15,2/25,0,0
VD Philander,South Africa,2007,2007,7,6,13.5,0,114,4,28.5,8.240963855421686,20.75,2/23,0,0
P Pirabakaran,Fran,2023,2023,3,3,6,0,47,4,11.75,7.833333333333333,9,2/11,0,0
D Polpitiya,SWZ,2022,2022,6,5,14,0,112,4,28,8,21,3/15,0,0
LW Potthoff,CRT,2024,2024,2,2,5,0,33,4,8.25,6.6,7.5,3/18,0,0
M Prasanna,ROM,2023,2023,4,4,13,0,129,4,32.25,9.923076923076923,19.5,2/40,0,0
P Pustoslemsek,SVN,2022,2022,4,4,10.3,0,85,4,21.25,8.095238095238093,15.750000000000002,2/23,0,0
Qudratullah Mir Afzail,SWE,2021,2021,6,6,15.5,0,95,4,23.75,6,23.75,3/28,0,0
T Rapi,Samoa,2023,2023,3,3,11,1,62,4,15.5,5.636363636363637,16.5,3/18,0,0
AAP Rivero,Arg,2023,2024,9,7,19.5,1,124,4,31,6.2521008403361344,29.75,2/15,0,0
R Sai Kishore,India,2023,2023,3,3,12,0,63,4,15.75,5.25,18,3/12,0,0
RSK Samson,VAN,2022,2022,2,2,5,0,37,4,9.25,7.4,7.5,2/14,0,0
O Sam Arthur,CRC,2019,2019,3,3,9,0,76,4,19,8.444444444444445,13.5,2/21,0,0
Sandeep Goud,OMA,2019,2024,30,8,14,0,112,4,28,8,21,2/36,0,0
A Sathya,Mex,2019,2019,3,3,11.3,0,76,4,19,6.608695652173913,17.25,2/32,0,0
CP Schofield,England,2007,2007,4,4,12.5,0,92,4,23,7.1688311688311686,19.25,2/15,0,0
S Sengupta,CZK-R,2021,2022,9,6,18,0,169,4,42.25,9.38888888888889,27,3/35,0,0
Shahab Alam,NEP,2021,2022,6,6,18,0,166,4,41.5,9.222222222222221,27,1/15,0,0
Shahadat Hossain,BAN,2006,2013,6,6,20,0,198,4,49.5,9.9,30,2/22,0,0
Shahzaib,KSA,2024,2024,5,5,15,1,72,4,18,4.8,22.5,2/15,0,0
DK Shetty,INA,2023,2024,5,5,14.3,0,100,4,25,6.896551724137931,21.75,2/20,0,0
NK Shetty,Mex,2019,2019,2,2,8,0,42,4,10.5,5.25,12,3/17,0,0
Shoaib Ali,KSA,2019,2020,8,7,21.3,0,183,4,45.75,8.511627906976743,32.25,2/25,0,0
M Shumba,Zimbabwe,2020,2022,30,5,12,0,103,4,25.75,8.583333333333334,18,3/16,0,0
M Simpson-Parker,Aut,2019,2024,37,5,7,0,58,4,14.5,8.285714285714286,10.5,2/6,0,0
K Sinclair,West Indies,2021,2021,6,6,18,0,150,4,37.5,8.333333333333334,27,2/23,0,0
S Singh,PHI,2019,2023,5,5,14,0,139,4,34.75,9.928571428571429,21,3/32,0,0
C Smith (IOM/MAS),NA,2021,2023,6,5,13.4,0,90,4,22.5,6.585365853658537,20.5,3/15,0,0
Sohag Gazi,BAN,2012,2015,10,10,35,1,299,4,74.75,8.542857142857143,52.5,1/28,0,0
Sohel Patel,PAN,2023,2023,4,4,11,0,59,4,14.75,5.363636363636363,16.5,2/12,0,0
CAH Stevenson,United States of America,2022,2022,4,4,12,0,98,4,24.5,8.166666666666666,18,1/15,0,0
Sufyan Mehmood,OMA,2015,2024,8,8,17.3,0,132,4,33,7.542857142857143,26.25,1/14,0,0
AO Suji,Kenya,2007,2010,8,6,16.1,1,116,4,29,7.175257731958762,24.250000000000004,2/23,0,0
R Swart,BOT,2023,2023,4,4,8.5,0,53,4,13.25,6,13.25,2/9,0,0
Syed Rasel,BAN,2007,2008,8,8,29,2,202,4,50.5,6.9655172413793105,43.5,1/10,0,0
Taher Muhammad,SVN,2022,2024,10,9,22.4,0,172,4,43,7.588235294117647,34,2/22,0,0
I Tchakou,CAM,2021,2024,22,5,6.2,0,66,4,16.5,10.421052631578949,9.5,3/4,0,0
VE Tembo,MOZ,2019,2024,26,5,16,0,125,4,31.25,7.8125,24,2/24,0,0
K Thuchila,MWest Indies,2024,2024,4,4,11.3,1,63,4,15.75,5.478260869565218,17.25,3/8,0,0
KK Tillett,Blz,2021,2021,5,3,5.2,0,74,4,18.5,13.875,8,3/24,0,0
AJ Turner,Australia,2017,2023,19,6,13,0,82,4,20.5,6.3076923076923075,19.5,2/12,0,0
VM Vaghela,United States of America,2021,2022,2,2,6,0,28,4,7,4.666666666666667,9,2/12,0,0
SD Valjalo,CRT,2022,2022,5,5,15,2,126,4,31.5,8.4,22.5,2/31,0,0
J van Heerden,GER,2022,2023,10,2,7,0,58,4,14.5,8.285714285714286,10.5,2/17,0,0
VN Veetil,QAT,2022,2022,7,7,20.4,0,165,4,41.25,7.983870967741937,30.999999999999996,1/4,0,0
TCW Veillard,GUE,2019,2019,4,4,16,0,93,4,23.25,5.8125,24,1/15,0,0
Vikramjit Singh,NED,2019,2024,23,4,8,0,58,4,14.5,7.25,12,3/16,0,0
Virendra Kumar,ISR,2024,2024,4,4,10,0,73,4,18.25,7.3,15,2/20,0,0
BV Vitori,Zimbabwe,2012,2016,11,11,39.4,0,323,4,80.75,8.142857142857144,59.5,1/24,0,0
Wang Qi,CHN,2023,2023,4,4,10.1,0,48,4,12,4.721311475409836,15.25,2/18,0,0
Waqar Abbasi,ROM,2020,2021,3,3,11,0,79,4,19.75,7.181818181818182,16.5,2/30,0,0
K Weeraratne,Sri Lanka,2008,2009,5,5,15,0,126,4,31.5,8.4,22.5,4/19,1,0
M Whelan,GIBR,2022,2024,13,8,16,0,191,4,47.75,11.9375,24,1/16,0,0
W Wotu,VAN,2022,2024,18,8,15.2,0,111,4,27.75,7.239130434782608,23,2/19,0,0
A Wright,CAY,2023,2023,4,4,16,0,76,4,19,4.75,24,2/19,0,0
CM Wright,Scotland,2007,2009,3,2,5,0,49,4,12.25,9.8,7.5,3/29,0,0
MP Yadav,India,2024,2024,3,3,12,1,83,4,20.75,6.916666666666667,18,2/32,0,0
ST Yalimaiwai,Fiji,2024,2024,3,3,10,1,60,4,15,6,15,2/11,0,0
Yasir Mehmood,CYP,2021,2021,4,4,12,0,83,4,20.75,6.916666666666667,18,3/32,0,0
Yasir Mohammad,United States of America,2021,2024,6,6,19,0,159,4,39.75,8.368421052631579,28.5,2/32,0,0
Zain Ali,ITA,2024,2024,2,2,8,0,43,4,10.75,5.375,12,3/16,0,0
Aarnav Patel,Kenya,2024,2024,2,2,5,0,35,3,11.666666666666666,7,10,3/22,0,0
Abdulla Popalzae,GRC,2022,2022,1,1,3,0,21,3,7,7,6,3/21,0,0
Abhishek Sharma,India,2024,2024,12,7,16,0,134,3,44.666666666666664,8.375,32,1/10,0,0
AS Abioye,NGA,2019,2019,5,4,10,0,87,3,29,8.7,20,2/26,0,0
AR Adams,New Zealand,2005,2006,4,4,12.5,0,105,3,35,8.181818181818182,25.666666666666668,2/20,0,0
AB Agarkar,India,2006,2007,4,3,10.3,1,85,3,28.333333333333332,8.095238095238093,21.000000000000004,2/10,0,0
A Amado,ISR,2022,2022,3,3,6,0,58,3,19.333333333333332,9.666666666666666,12,2/38,0,0
Amal Jacob,HUN,2024,2024,4,3,9,0,74,3,24.666666666666668,8.222222222222221,18,2/35,0,0
Ameer Hamzah,ESP,2023,2023,4,3,6,0,35,3,11.666666666666666,5.833333333333333,12,2/18,0,0
Ameer Saiyed,BOT,2019,2023,16,9,17.3,0,135,3,45,7.714285714285714,35,1/12,0,0
Ankit Dubey,SWE,2022,2022,2,2,5,0,23,3,7.666666666666667,4.6,10,3/10,0,0
S Appu,MLT,2019,2019,4,4,9,0,74,3,24.666666666666668,8.222222222222221,18,1/21,0,0
Aqeel Wahid,MAS,2024,2024,15,6,13,0,79,3,26.333333333333332,6.076923076923077,26,2/25,0,0
Asad Mohammad,GER,2019,2021,11,10,29,0,191,3,63.666666666666664,6.586206896551724,58,2/23,0,0
KIC Asalanka,Sri Lanka,2021,2024,55,8,12.1,0,83,3,27.666666666666668,6.821917808219179,24.333333333333332,2/6,0,0
SK Atai,Papau New Guinea,2019,2022,18,9,15,0,110,3,36.666666666666664,7.333333333333333,30,1/6,0,0
MS Aulakh,Canada,2012,2013,3,3,9,0,82,3,27.333333333333332,9.11111111111111,18,2/40,0,0
Awais Ikram,SVN,2022,2022,2,2,6,0,69,3,23,11.5,12,2/34,0,0
Azin Rafeeg,MDV,2023,2024,3,2,7,1,45,3,15,6.428571428571429,14,3/10,0,0
M Badenhorst,BOT,2023,2023,5,5,12.5,0,99,3,33,7.7142857142857135,25.666666666666668,2/14,0,0
B Balala,MWest Indies,2024,2024,6,5,7,0,77,3,25.666666666666668,11,14,1/9,0,0
GG Banner,Blz,2019,2021,9,2,5.3,0,34,3,11.333333333333334,6.181818181818182,11,2/10,0,0
S Bantzas,GRC,2019,2019,1,1,3,0,12,3,4,4,6,3/12,0,0
F Behardien,South Africa,2012,2018,38,3,5,0,27,3,9,5.4,10,2/15,0,0
Bilal Tahir,KUW,2019,2024,46,3,7.2,0,40,3,13.333333333333334,5.454545454545455,14.666666666666666,1/1,0,0
WK Bitis,CRT,2022,2023,9,4,13,0,111,3,37,8.538461538461538,26,2/39,0,0
SM Boland,Australia,2016,2016,3,3,11,0,90,3,30,8.181818181818182,22,3/26,0,0
M Breban,GUE,2020,2020,1,1,4,0,24,3,8,6,8,3/24,0,0
PR Brown,England,2019,2019,4,4,13,0,128,3,42.666666666666664,9.846153846153847,26,1/29,0,0
P Buccimazza,PORT,2019,2021,7,4,13,0,86,3,28.666666666666668,6.615384615384615,26,2/18,0,0
N Buckle,GUE,2019,2019,3,3,10,0,76,3,25.333333333333332,7.6,20,3/26,0,0
T Bukenya,UGA,2020,2021,4,4,14,0,133,3,44.333333333333336,9.5,28,2/19,0,0
CG Burnett,Scotland,2013,2013,1,1,4,0,18,3,6,4.5,8,3/18,0,0
ML Castillo,Blz,2021,2021,5,3,12,1,79,3,26.333333333333332,6.583333333333333,24,2/20,0,0
A Chaubey,CRT,2024,2024,4,4,13.1,0,126,3,42,9.569620253164558,26.333333333333332,3/30,0,0
A Chaudhary,SGP,2023,2024,5,5,13,0,101,3,33.666666666666664,7.769230769230769,26,2/9,0,0
M Chauhan,FIN,2019,2019,2,2,8,1,38,3,12.666666666666666,4.75,16,2/16,0,0
G Chohan,PHI,2022,2024,14,8,18.2,0,217,3,72.33333333333333,11.836363636363638,36.666666666666664,2/33,0,0
TLW Cooper,NED,2012,2022,33,11,19,0,145,3,48.333333333333336,7.631578947368421,38,2/18,0,0
R Cunningham,GIBR,2021,2022,7,3,6.2,0,78,3,26,12.31578947368421,12.666666666666666,1/16,0,0
BCJ Cutting (AUS/World),NA,2013,2017,7,7,21,0,215,3,71.66666666666667,10.238095238095237,42,1/18,0,0
KC D'Souza,BUL,2020,2022,36,7,16,0,107,3,35.666666666666664,6.6875,32,2/29,0,0
Danish Jasnaik,BHR,2022,2022,9,5,15,0,133,3,44.333333333333336,8.866666666666667,30,2/17,0,0
JT Darrell,BER,2021,2023,2,2,7,0,22,3,7.333333333333333,3.142857142857143,14,2/9,0,0
R Dhiman,BUL,2022,2022,4,4,11,0,84,3,28,7.636363636363637,22,1/20,0,0
MS Diawara,Mali,2022,2023,10,5,16,0,133,3,44.333333333333336,8.3125,32,2/40,0,0
KK Dobell,Japan,2022,2022,3,3,7,0,46,3,15.333333333333334,6.571428571428571,14,2/15,0,0
B Dugic,SRB,2019,2024,11,9,17.3,0,197,3,65.66666666666667,11.257142857142858,35,1/14,0,0
ROC Dunka,CAY,2023,2023,3,3,11,1,91,3,30.333333333333332,8.272727272727273,22,2/10,0,0
NH Ekanayake,Bhm,2023,2023,4,3,9.5,0,60,3,20,6.101694915254237,19.666666666666668,2/15,0,0
RMS Eranga,Sri Lanka,2012,2013,3,3,11,0,90,3,30,8.181818181818182,22,2/30,0,0
L Evile,Samoa,2019,2019,4,4,12,1,67,3,22.333333333333332,5.583333333333333,24,1/0,0,0
MTM Faatea,Samoa,2023,2023,3,3,10,0,88,3,29.333333333333332,8.8,20,2/23,0,0
Fakhrul Mohon,PORT,2019,2022,8,8,23,3,165,3,55,7.173913043478261,46,1/15,0,0
Farhan Ahmed,United Arab Emirates,2016,2016,3,3,9,0,66,3,22,7.333333333333333,18,2/28,0,0
G Fatouros,GRC,2022,2022,4,4,10,0,75,3,25,7.5,20,2/40,0,0
Fawad Ahmed,Australia,2013,2013,2,2,8,0,68,3,22.666666666666668,8.5,16,3/25,0,0
ST Gabriel,West Indies,2013,2013,2,2,7,0,56,3,18.666666666666668,8,14,3/44,0,0
R Galgalikar,Mex,2024,2024,2,1,3,0,9,3,3,3,6,3/9,0,0
CJ Gannon,United States of America,2019,2019,4,3,9,0,67,3,22.333333333333332,7.444444444444445,18,2/21,0,0
JWW Gardner,Papau New Guinea,2023,2024,6,6,17,0,141,3,47,8.294117647058824,34,2/27,0,0
M Gogev,BUL,2024,2024,7,7,22,0,184,3,61.333333333333336,8.363636363636363,44,2/39,0,0
D Gough,England,2005,2006,2,2,6.5,0,49,3,16.333333333333332,7.170731707317073,13.666666666666666,3/16,0,0
TGJ Gruijters,NED,2012,2013,8,5,12,0,74,3,24.666666666666668,6.166666666666667,24,1/5,0,0
HF Gurney,England,2014,2014,2,2,8,0,55,3,18.333333333333332,6.875,16,2/26,0,0
AJ Hall,South Africa,2006,2006,2,2,8,0,60,3,20,7.5,16,3/22,0,0
Hamza Dar,ESP,2019,2024,28,9,13,0,112,3,37.333333333333336,8.615384615384615,26,1/1,0,0
LHB Harrington-Myers,CAY,2019,2022,9,4,8,0,68,3,22.666666666666668,8.5,16,2/13,0,0
SM Harwood,Australia,2007,2009,3,3,12,0,113,3,37.666666666666664,9.416666666666666,24,2/21,0,0
Hayatullah Niazi,NOR,2019,2019,4,4,10,0,81,3,27,8.1,20,1/19,0,0
J Hill,PHI,2019,2023,9,2,6,0,50,3,16.666666666666668,8.333333333333334,12,2/27,0,0
H Hiri,Papau New Guinea,2016,2024,28,5,7,0,25,3,8.333333333333334,3.5714285714285716,14,2/7,0,0
J Hirschi,MLT,2019,2019,4,4,11,0,96,3,32,8.727272727272727,22,2/18,0,0
MJ Humphreys,Ireland,2023,2024,3,3,10,0,68,3,22.666666666666668,6.8,20,2/10,0,0
Ikbal Hossain,Fran,2024,2024,3,3,10,0,53,3,17.666666666666668,5.3,20,3/16,0,0
AE Isesele,NGA,2022,2023,13,4,4.5,0,37,3,12.333333333333334,7.655172413793104,9.666666666666666,1/5,0,0
B Jagroo,Bhm,2021,2022,9,6,10,0,97,3,32.333333333333336,9.7,20,2/34,0,0
Jaspal Singh,MLT,2023,2024,24,6,20,0,141,3,47,7.05,40,1/23,0,0
Javed Maroofkhail,NOR,2019,2024,14,4,9,1,70,3,23.333333333333332,7.777777777777778,18,2/14,0,0
GSNFG Jayasuriya,Sri Lanka,2015,2020,18,11,22.5,0,213,3,71,9.328467153284672,45.666666666666664,1/11,0,0
Jay Odedra,OMA,2019,2024,5,5,12,0,106,3,35.333333333333336,8.833333333333334,24,2/13,0,0
Jitesh Patel,MLT,2022,2022,4,4,14.4,0,117,3,39,7.9772727272727275,29.333333333333332,1/29,0,0
D Johnson,CAY,2022,2023,6,6,13.5,0,106,3,35.333333333333336,7.662650602409638,27.666666666666668,2/22,0,0
Kaleem Shah,MOZ,2019,2019,7,6,17,0,130,3,43.333333333333336,7.647058823529412,34,2/24,0,0
