Player,Country,Start,End,Matches,Innings,Dismissals,Caught,CaughtFielder,CaughtBehind,Stumped,MaxDismissalsInnings
Iqbal Hossain ,Aut,2021,2023,25,25,7,7,7,0,0,2
H Ivanov ,BUL,2019,2021,13,12,7,7,1,6,0,2
AJ Jabiri ,TAN,2022,2024,18,16,7,7,7,0,0,2
Kaleem Sana ,Canada,2022,2024,27,26,7,7,7,0,0,3
JH Kallis ,South Africa,2005,2012,25,25,7,7,7,0,0,2
A Kirschbaum ,Arg,2021,2024,15,15,7,7,7,0,0,2
EB Knowles ,CZK-R,2019,2021,14,14,7,7,4,3,0,4
ME Leoela ,LES,2021,2024,16,16,7,7,7,0,0,2
KK Lin Thu ,MYAN,2023,2024,19,19,7,7,7,0,0,2
MJ McClenaghan (ICC/NZ),NA,2012,2018,29,29,7,7,7,0,0,1
MW Machan ,Scotland,2013,2016,13,13,7,7,7,0,0,1
Mahmud Jasat ,PAN,2021,2023,14,14,7,7,7,0,0,2
T Manders ,BER,2021,2023,17,17,7,7,7,0,0,3
AD Mascarenhas ,England,2007,2009,14,14,7,7,7,0,0,2
BMAJ Mendis ,Sri Lanka,2011,2018,22,22,7,7,7,0,0,2
P Mishra ,BUL,2019,2024,50,48,7,7,7,0,0,2
J Miyagi ,UGA,2022,2024,26,25,7,7,7,0,0,1
Mohamed Arief ,MAS,2019,2023,20,19,7,7,7,0,0,2
PJ Moor ,Zimbabwe,2016,2019,21,21,7,7,5,2,0,2
J Mosca ,ITA,2022,2024,14,14,7,7,7,0,0,2
Mujeeb Ur Rahman ,Afghanistan,2018,2024,46,46,7,7,7,0,0,1
F Mutua ,Kenya,2023,2024,17,17,7,7,7,0,0,2
W Nalisa ,VAN,2019,2024,31,31,7,7,7,0,0,1
Namgay Thinley ,BHU,2022,2024,27,27,7,7,7,0,0,3
SP Narine ,West Indies,2012,2019,51,51,7,7,7,0,0,2
OB Nightingale ,GUE,2022,2024,24,24,7,7,7,0,0,2
N Nipiko ,VAN,2019,2024,39,39,7,7,7,0,0,2
I Ntirenganya ,RWN,2022,2024,32,32,7,7,7,0,0,1
AA Obanda ,Kenya,2007,2023,51,50,7,7,7,0,0,2
H Osinde ,Canada,2008,2013,11,11,7,7,7,0,0,2
A Parima ,COK,2022,2024,12,12,7,7,5,2,0,1
T Parima ,COK,2022,2024,12,12,7,7,7,0,0,2
WD Parnell ,South Africa,2009,2023,56,56,7,7,7,0,0,1
Parvindar Kumar ,KUW,2023,2024,11,11,7,7,7,0,0,2
A Paul ,EST,2022,2024,13,13,7,7,7,0,0,3
P Suanchuai ,THA,2020,2023,18,18,7,5,0,5,2,2
K Piet ,BOT,2022,2024,21,20,7,7,7,0,0,2
LE Plunkett ,England,2006,2019,22,22,7,7,7,0,0,1
M Podosky ,PHI,2022,2024,23,23,7,7,7,0,0,2
AR Puri ,SGP,2022,2024,29,29,7,7,7,0,0,2
C Roberts ,Fran,2024,2024,10,10,7,7,7,0,0,2
S Rossi ,Arg,2019,2023,10,10,7,7,7,0,0,2
GR Russ ,PHI,2019,2023,21,21,7,5,1,4,2,2
JD Ryder ,New Zealand,2008,2014,22,22,7,7,7,0,0,2
Sajid Cheema ,KSA,2019,2024,12,12,7,7,7,0,0,2
Sarfaraz Ali ,BHR,2019,2024,47,46,7,7,7,0,0,1
RR Sarwan ,West Indies,2007,2010,18,18,7,7,7,0,0,1
Shahid Arshad ,SVN,2022,2024,10,10,7,7,7,0,0,2
Shamim Hossain ,BAN,2021,2023,19,19,7,7,7,0,0,2
Sohaib Maqsood ,Pakistan,2013,2021,26,26,7,7,7,0,0,2
Sohail Tanvir ,Pakistan,2007,2017,57,57,7,7,7,0,0,1
H Ssenyondo ,UGA,2019,2024,80,78,7,7,7,0,0,2
ACF Stokes ,GUE,2019,2022,16,16,7,7,7,0,0,2
F Stoman ,PORT,2019,2024,21,21,7,6,5,1,1,2
Sulaiman Ali ,BUL,2020,2022,21,21,7,7,7,0,0,3
CR Suryawanshi ,SGP,2019,2023,5,5,7,6,3,3,1,2
MR Swart ,NED,2012,2016,26,26,7,7,7,0,0,1
SN Thakur ,India,2018,2022,25,24,7,7,7,0,0,1
S Thanikaithasan ,DEN,2021,2024,24,24,7,7,7,0,0,2
UNGB Thenannahelage ,CZK-R,2022,2022,9,9,7,3,0,3,4,2
AJ Turner ,Australia,2017,2023,19,19,7,7,7,0,0,1
Usman Khalid ,KSA,2021,2024,19,19,7,7,7,0,0,2
DV Varghese ,BUL,2020,2023,31,29,7,7,7,0,0,1
JM Vince ,England,2015,2022,17,17,7,7,7,0,0,2
Vishil Patel ,Kenya,2023,2024,16,16,7,7,7,0,0,2
PV Vuniwaqa ,Fiji,2022,2024,16,16,7,7,7,0,0,2
Waqas Ahmad ,MLT,2023,2023,15,15,7,7,7,0,0,2
BTJ Wheal ,Scotland,2016,2024,23,22,7,7,7,0,0,2
Yasir Ali ,BAN,2022,2023,11,11,7,7,7,0,0,2
KJ Young ,Blz,2019,2021,9,9,7,7,3,4,0,2
Yusuf Ebrahim ,PAN,2019,2023,13,13,7,7,7,0,0,2
Zain Ul Abidin ,KSA,2021,2024,31,31,7,7,7,0,0,2
Zain Ahmad ,Fran,2022,2024,17,17,7,7,7,0,0,2
Zawar Farid ,United Arab Emirates,2019,2023,18,18,7,7,7,0,0,1
Zhuang Zelin ,CHN,2023,2024,11,11,7,7,7,0,0,3
V Zimonjic ,SRB,2021,2024,28,27,7,7,7,0,0,1
Aayan Afzal Khan ,United Arab Emirates,2022,2024,36,36,6,6,6,0,0,2
Abdullah Mahmood ,DEN,2019,2024,14,14,6,6,6,0,0,1
Abdur Rehman ,Pakistan,2007,2013,8,8,6,6,6,0,0,2
KD Abeyrathna ,NOR,2021,2024,19,19,6,5,4,1,1,2
Abhijeet Ahuja ,HUN,2021,2023,19,19,6,6,6,0,0,2
VD Adewoye ,NGA,2019,2024,19,19,6,6,6,0,0,2
Adil Butt ,SWZ,2022,2024,16,15,6,6,6,0,0,1
Khalid Zahid ,SWE,2021,2024,20,20,6,6,6,0,0,1
PS Airee ,NEP,2015,2022,12,12,6,5,2,3,1,2
Akhil Anil ,TAN,2022,2024,27,26,6,6,6,0,0,1
J Alegra ,PHI,2022,2023,16,16,6,6,6,0,0,2
ASF Sirah ,PHI,2023,2024,14,14,6,6,6,0,0,2
Amjad Mahboob ,SGP,2019,2023,30,30,6,6,6,0,0,1
Areeb Quadir ,FIN,2019,2024,5,5,6,4,2,2,2,3
GD Arta ,INA,2022,2024,35,35,6,6,6,0,0,1
SK Atai ,Papau New Guinea,2019,2022,18,18,6,6,3,3,0,2
Atif Kamal ,LUX,2019,2022,15,15,6,6,6,0,0,1
Atif Rasheed ,FIN,2022,2024,16,16,6,6,6,0,0,2
R Baaleri ,GHA,2021,2024,23,23,6,6,6,0,0,1
JD Baker ,Samoa,2019,2022,10,10,6,6,6,0,0,3
V Baskaran ,SGP,2019,2022,33,33,6,6,6,0,0,1
RR Bastiansz ,MLT,2022,2023,5,5,6,6,6,0,0,2
GK Berg ,ITA,2021,2024,19,19,6,6,6,0,0,2
M Bhanuka ,Sri Lanka,2019,2021,5,5,6,6,0,6,0,2
Bilal Masud ,EST,2023,2024,13,13,6,6,6,0,0,2
DA Blignaut ,GER,2021,2023,29,29,6,6,6,0,0,2
NW Bracken ,Australia,2006,2009,19,19,6,6,6,0,0,1
DT Christian ,Australia,2010,2021,23,23,6,6,6,0,0,2
AG Cremer ,Zimbabwe,2008,2018,29,29,6,6,6,0,0,1
Delawar Khan ,DEN,2019,2024,24,22,6,6,6,0,0,2
STRA de Silva ,SEY,2022,2024,12,11,6,6,6,0,0,2
S di Bartolomeo ,ITA,2023,2024,7,7,6,6,6,0,0,2
BI Dilruksha ,SKOR,2024,2024,5,5,6,2,0,2,4,3
JEA Doctora ,PHI,2023,2023,10,10,6,6,6,0,0,2
BM Duckett ,England,2019,2023,12,12,6,6,6,0,0,2
JA Duffy ,New Zealand,2020,2024,15,14,6,6,6,0,0,2
N Dutta ,Canada,2019,2024,25,25,6,6,6,0,0,2
Fanyan Mughal ,MLT,2023,2024,24,24,6,6,6,0,0,1
KJ Ferrary ,GIBR,2021,2024,9,9,6,6,3,3,0,3
ST Finn ,England,2011,2015,21,21,6,6,6,0,0,1
JS Foster ,England,2009,2009,5,5,6,3,0,3,3,2
DM Gondaria ,Kenya,2013,2024,14,14,6,6,6,0,0,1
C Green ,Australia,2022,2024,13,13,6,6,6,0,0,2
J Grzinic ,CRT,2022,2024,7,7,6,5,1,4,1,2
Gurpratap Singh ,CYP,2021,2022,11,11,6,6,6,0,0,2
P Hatchman ,GIBR,2021,2023,13,13,6,6,6,0,0,2
R Hekure ,Papau New Guinea,2019,2023,24,24,6,6,6,0,0,2
MC Henriques ,Australia,2009,2021,24,24,6,6,6,0,0,1
S Hirugade ,Mex,2019,2024,14,14,6,6,6,0,0,1
GJ Hopkins ,New Zealand,2007,2010,10,10,6,4,2,2,2,2
Idrees Ul Haque ,SUI,2021,2024,10,10,6,6,2,4,0,3
Imran Haider ,ROM,2019,2021,4,4,6,4,0,4,2,3
Imran Ismail ,MOZ,2019,2019,7,6,6,6,1,5,0,2
Imran Khan ,PORT,2019,2024,10,10,6,6,6,0,0,1
Isa Zaroo ,BUL,2023,2024,11,10,6,6,6,0,0,2
Ishtiaq Ahmad ,KSA,2021,2024,31,31,6,6,6,0,0,1
B Ito-Davis ,Japan,2024,2024,10,10,6,6,6,0,0,3
MA Jones ,Scotland,2022,2024,11,10,6,6,6,0,0,2
Kaleemullah ,OMA,2017,2024,42,42,6,6,6,0,0,2
JP Kaltapau ,VAN,2022,2024,25,25,6,6,6,0,0,2
CJPF Kalugamage ,ITA,2022,2024,12,12,6,6,6,0,0,2
Kamran Ahmadzai ,Fran,2024,2024,9,9,6,6,6,0,0,2
J Kariko ,Papau New Guinea,2023,2024,19,19,6,6,6,0,0,1
Karim Sadiq ,Afghanistan,2010,2018,36,36,6,6,6,0,0,1
Khaibar Deldar ,HUN,2021,2022,15,14,6,6,6,0,0,1
SC Kuggeleijn ,New Zealand,2019,2021,18,18,6,6,6,0,0,2
P Kurup ,BHR,2021,2023,12,11,6,6,3,3,0,1
Lakshit Gupta ,CAM,2023,2024,24,23,6,6,6,0,0,1
B Lee ,Australia,2005,2012,25,25,6,6,6,0,0,3
GF Linde ,South Africa,2020,2021,14,14,6,6,6,0,0,3
BG Lister ,New Zealand,2023,2024,12,11,6,6,6,0,0,3
Lokesh Bam ,NEP,2022,2024,11,11,6,6,6,0,0,2
KDA Lukies ,PHI,2023,2024,21,21,6,6,6,0,0,2
P Malav ,LUX,2020,2024,28,28,6,6,6,0,0,1
HV Mandhyan ,HUN,2021,2024,21,20,6,6,6,0,0,1
R Mangal ,Fran,2022,2024,13,13,6,6,6,0,0,2
N Mapunda ,TAN,2021,2021,7,7,6,3,0,3,3,2
DS Maraiwai ,Fiji,2022,2023,9,9,6,6,6,0,0,2
E Mathew ,MLT,2023,2024,17,17,6,6,6,0,0,2
R Mazumder ,CYP,2021,2024,18,18,6,6,6,0,0,2
R Mbaiwa ,BOT,2022,2023,3,3,6,3,2,1,3,3
NSK Mehta ,Belg,2020,2021,9,9,6,6,6,0,0,2
BAW Mendis ,Sri Lanka,2008,2014,39,39,6,6,6,0,0,1
EJB Miles ,JER,2019,2023,33,33,6,6,6,0,0,2
Mohammad Ahnaff ,QAT,2023,2024,12,12,6,6,6,0,0,2
Mohammad Boota ,United Arab Emirates,2019,2022,19,19,6,4,1,3,2,2
Mohammad Kamran ,ESP,2022,2023,19,18,6,6,6,0,0,2
Mohammed Irshad ,QAT,2023,2024,10,10,6,6,6,0,0,2
Mohammed Siraj ,India,2017,2024,16,16,6,6,6,0,0,2
CH Morris ,South Africa,2012,2019,23,23,6,6,6,0,0,2
G Motie ,West Indies,2021,2024,26,25,6,6,6,0,0,2
Muhamad Syahadat ,MAS,2019,2024,31,30,6,6,6,0,0,2
Muhammad Moiz ,ROM,2024,2024,8,8,6,6,6,0,0,2
Muhammad Umar ,KUW,2024,2024,11,11,6,6,6,0,0,2
PWA Mulder ,South Africa,2021,2024,11,11,6,6,6,0,0,1
GBW Munaweera ,QAT,2019,2024,29,29,6,6,6,0,0,2
GC Murtaza ,CAM,2023,2024,24,23,6,6,6,0,0,1
TK Musakanda ,Zimbabwe,2018,2021,12,12,6,6,6,0,0,2
LA Musiani ,Arg,2019,2023,16,16,6,6,6,0,0,1
Y Naing Tun ,MYAN,2023,2024,9,9,6,5,0,5,1,2
Nasir Jamshed ,Pakistan,2012,2013,18,18,6,6,6,0,0,2
Nasum Ahmed ,BAN,2021,2023,35,34,6,6,6,0,0,2
Nazril Rahman ,MAS,2019,2022,13,13,6,6,6,0,0,2
Niv Nagavkar ,ISR,2022,2024,9,9,6,6,6,0,0,2
AR Nurse ,West Indies,2011,2019,13,13,6,6,6,0,0,2
SH Obed ,VAN,2019,2024,26,26,6,6,6,0,0,1
NM Odhiambo ,Kenya,2010,2024,64,62,6,6,6,0,0,2
Omar Rassol ,BUL,2021,2024,24,24,6,6,3,3,0,1
J Overton ,England,2024,2024,7,7,6,6,6,0,0,2
Paing Danu ,MYAN,2023,2024,19,19,6,6,5,1,0,3
R Parag ,India,2024,2024,9,9,6,6,6,0,0,3
NMS Param ,SGP,2019,2023,20,20,6,6,6,0,0,1
HH Patel ,MWest Indies,2019,2019,7,7,6,6,6,0,0,2
RB Patel ,UGA,2021,2024,42,41,6,6,6,0,0,1
BBJL Perera ,ITA,2019,2022,18,17,6,6,6,0,0,3
S Periyalwar ,ROM,2019,2024,34,34,6,6,5,1,0,1
D Pretorius ,South Africa,2017,2022,30,30,6,6,6,0,0,2
TJG Pringle ,NED,2022,2024,20,20,6,6,6,0,0,1
A Pusthay ,FIN,2019,2022,12,12,6,6,6,0,0,1
LN Rajbanshi ,NEP,2018,2024,23,23,6,6,6,0,0,2
Aminuddin Ramly ,MAS,2019,2021,23,22,6,6,6,0,0,2
H Rashid ,SWZ,2022,2023,15,14,6,6,6,0,0,2
D Ravu ,Papau New Guinea,2019,2022,24,24,6,6,6,0,0,1
Rehman Abdul ,ITA,2019,2019,7,6,6,6,6,0,0,2
RD Rickelton ,South Africa,2024,2024,12,12,6,6,3,3,0,2
Robert Raina ,THA,2020,2024,15,15,6,6,6,0,0,2
SE Rutherford ,West Indies,2018,2024,28,27,6,6,6,0,0,1
D Sabir ,BER,2021,2023,14,14,6,6,6,0,0,2
NM Salonen ,FIN,2024,2024,8,8,6,6,6,0,0,2
PADLR Sandakan ,Sri Lanka,2017,2021,20,20,6,6,6,0,0,2
AS Samra ,PHI,2023,2024,15,15,6,6,6,0,0,1
Sathya Narayanan ,SUI,2022,2022,5,5,6,6,0,6,0,4
Shafraz Jaleel ,MDV,2019,2019,4,4,6,4,0,4,2,3
Shahid Mahmood ,BHR,2022,2022,13,13,6,6,6,0,0,2
RR Sharan ,CAM,2023,2024,22,21,6,6,5,1,0,2
Sharjeel Khan ,Pakistan,2013,2021,21,21,6,6,6,0,0,2
A Shukla ,Hong Kong,2022,2024,38,37,6,6,6,0,0,2
TAM Siriwardana ,Sri Lanka,2015,2017,22,22,6,6,6,0,0,2
Sohail Ahmed ,BHR,2022,2024,33,32,6,6,6,0,0,1
DC Stovell ,BER,2019,2021,12,12,6,6,6,0,0,1
F Suluoto ,Samoa,2022,2024,12,12,6,6,5,1,0,1
PR Surve ,INA,2022,2024,29,29,6,6,6,0,0,1
Surya Anand ,DEN,2021,2024,28,28,6,6,6,0,0,1
Taranjit Singh ,CYP,2024,2024,9,9,6,6,6,0,0,3
GT Taylor ,Bhm,2021,2023,15,15,6,6,5,1,0,2
I Tchakou ,CAM,2021,2024,22,22,6,6,6,0,0,2
NK Tiwari ,CYP,2021,2024,17,17,6,6,6,0,0,2
RJW Topley ,England,2015,2024,35,35,6,6,6,0,0,2
Towhid Hridoy ,BAN,2023,2024,32,32,6,6,6,0,0,1
J Trembeath-Moro ,ESP,2022,2022,8,8,6,6,6,0,0,4
Usman Najeeb ,KSA,2022,2024,23,23,6,6,6,0,0,1
P Utseya ,Zimbabwe,2006,2015,35,35,6,6,6,0,0,1
J van Heerden ,GER,2022,2023,10,10,6,6,6,0,0,2
MN van Wyk ,South Africa,2007,2015,8,8,6,5,2,3,1,1
HGV Vare ,Papau New Guinea,2022,2024,13,13,6,6,1,5,0,1
JNT Vare ,Papau New Guinea,2015,2017,8,8,6,4,0,4,2,3
Wahab Riaz ,Pakistan,2008,2020,36,36,6,6,6,0,0,1
Walid Ghauri ,NOR,2019,2024,14,14,6,6,6,0,0,1
DF Watts ,Scotland,2007,2012,11,10,6,6,6,0,0,3
B Yadav ,NEP,2022,2024,19,19,6,6,6,0,0,2
WA Young ,New Zealand,2021,2024,20,19,6,6,6,0,0,1
Zahir Mohammed ,HUN,2021,2023,19,19,6,6,6,0,0,1
C Zavoiu ,ROM,2019,2023,21,21,6,6,6,0,0,1
Mohammad Aadil Alam ,NEP,2022,2022,8,8,5,5,5,0,0,2
Abdul Majid ,BHR,2023,2024,25,25,5,5,5,0,0,1
Adnan Ilyas ,OMA,2015,2016,12,11,5,5,5,0,0,3
Adnan Mirza ,QAT,2023,2024,14,14,5,5,5,0,0,1
KK Ahuja ,Mex,2019,2024,12,12,5,2,1,1,3,2
CM Akachukwu ,NGA,2019,2021,15,15,5,5,5,0,0,2
Ali Saleem ,NOR,2022,2024,21,21,5,5,5,0,0,2
Amandeep Singh ,PORT,2021,2024,17,17,5,5,5,0,0,2
Anamul Haque ,BAN,2012,2022,20,18,5,4,2,2,1,2
Anas Khan ,Hong Kong,2014,2024,22,22,5,5,5,0,0,2
Andre Jarju ,GMB,2022,2024,11,11,5,5,5,0,0,2
Anoop Orsu ,LUX,2022,2024,19,19,5,5,5,0,0,1
Anwar Ali ,Pakistan,2008,2016,16,16,5,5,5,0,0,2
JC Archer ,England,2019,2024,29,29,5,5,5,0,0,2
Ariful Haque ,BAN,2018,2018,9,9,5,5,5,0,0,1
Aritra Dutta ,SGP,2019,2024,25,25,5,5,5,0,0,2
Aryan Lakra ,United Arab Emirates,2022,2024,10,10,5,5,5,0,0,2
Asad Mohammad ,GER,2019,2021,11,11,5,5,5,0,0,1
Ashwin Vinod ,SUI,2021,2024,20,20,5,5,5,0,0,2
Ateeq Iqbal ,Hong Kong,2022,2024,22,21,5,5,5,0,0,1
Azam Khan ,Pakistan,2021,2024,14,14,5,5,1,4,0,1
Aziz Mohammad ,Belg,2019,2024,19,19,5,5,5,0,0,1
GG Banner ,Blz,2019,2021,9,9,5,5,5,0,0,2
DM Bravo ,West Indies,2010,2022,26,26,5,5,5,0,0,2
S Browne ,LUX,2020,2020,4,4,5,5,5,0,0,2
Z Burgess ,BER,2021,2023,13,13,5,5,5,0,0,2
PKD Chase ,Ireland,2018,2019,12,12,5,5,5,0,0,2
MPS Cheema ,Aut,2022,2023,19,19,5,4,1,3,1,1
LA Collado ,GIBR,2019,2021,9,9,5,2,0,2,3,2
S Conteh ,Sri LankaE,2021,2024,29,29,5,5,5,0,0,2
BCJ Cutting (AUS/World),NA,2013,2017,7,7,5,5,5,0,0,3
MD Dai ,Papau New Guinea,2015,2017,9,9,5,5,5,0,0,2
R Drake ,Japan,2022,2024,14,14,5,5,5,0,0,2
K Dasan ,BUL,2019,2020,10,9,5,3,1,2,2,2
Devender Singh ,GHA,2021,2024,21,21,5,5,5,0,0,2
A Dizija ,SRB,2022,2024,25,24,5,5,5,0,0,1
FH Edwards ,West Indies,2007,2021,26,26,5,5,5,0,0,1
SA Engelbrecht ,NED,2024,2024,12,12,5,5,5,0,0,2
Fahad Ali ,BRA,2019,2019,3,3,5,4,2,2,1,3
Faisal Javed ,QAT,2019,2019,15,15,5,5,5,0,0,1
Fareed Ahmad ,Afghanistan,2016,2024,30,29,5,5,5,0,0,1
Fazalhaq Farooqi ,Afghanistan,2021,2024,42,42,5,5,5,0,0,1
A Ferguson ,Arg,2019,2023,19,19,5,5,4,1,0,1
K Fletcher ,SUI,2022,2024,16,16,5,5,5,0,0,1
A Flintoff ,England,2005,2007,7,7,5,5,5,0,0,2
BC Fortuin ,South Africa,2019,2024,25,25,5,5,5,0,0,2
TS Fray ,BER,2019,2023,21,21,5,5,5,0,0,2
AA Gajic ,SRB,2022,2024,18,17,5,5,5,0,0,2
Gaurav Mishra ,ROM,2022,2023,12,12,5,5,5,0,0,2
BD Glover ,NED,2019,2024,25,25,5,5,5,0,0,1
SP Gomes ,PORT,2022,2023,7,7,5,5,5,0,0,2
S Gooch ,EST,2024,2024,9,9,5,5,5,0,0,1
AGS Gous ,United States of America,2024,2024,23,23,5,4,1,3,1,2
DAS Gunaratne ,Sri Lanka,2016,2017,12,12,5,5,5,0,0,2
M Gunasekara ,CYP,2024,2024,11,11,5,5,5,0,0,2
S Hallett ,Peru,2019,2019,4,4,5,4,0,4,1,3
Hamza Tahir ,Scotland,2018,2024,17,17,5,5,5,0,0,1
Haroon Arshad ,Hong Kong,2019,2024,36,36,5,5,5,0,0,2
Hasan Mahmud ,BAN,2020,2024,18,18,5,5,5,0,0,2
N Henderson ,SUI,2021,2022,5,5,5,5,2,3,0,2
P Heron ,CAY,2022,2023,11,11,5,5,5,0,0,2
BJ Hodge ,Australia,2007,2014,15,15,5,5,5,0,0,1
A Husain ,Arg,2019,2024,16,16,5,5,5,0,0,1
Hussain Talat ,Pakistan,2018,2021,18,18,5,5,5,0,0,3
Ilyas Ataullah ,TKY,2022,2024,12,11,5,5,5,0,0,2
Imal Zuwak ,SWE,2021,2024,16,16,5,5,5,0,0,2
WG Jacks ,England,2022,2024,23,23,5,5,5,0,0,1
Jagjit Singh ,Peru,2019,2019,4,4,5,5,5,0,0,3
D Jansen ,IOM,2021,2023,12,12,5,5,5,0,0,1
KM Jarvis ,Zimbabwe,2011,2019,22,22,5,5,5,0,0,1
CK Jasmat ,Samoa,2022,2024,12,12,5,5,5,0,0,3
Jaspreet Singh ,ITA,2019,2024,21,20,5,5,5,0,0,1
MG Johnson ,Australia,2007,2013,30,30,5,5,5,0,0,1
MO Jones ,BER,2019,2023,18,18,5,5,5,0,0,2
EC Joyce (ENG/IRE),NA,2006,2014,18,17,5,5,5,0,0,2
Junaid Sheikh ,NOR,2019,2019,5,5,5,5,5,0,0,2
SI Kamea ,Papau New Guinea,2022,2024,19,19,5,5,5,0,0,1
A Kansonkho ,MWest Indies,2021,2023,7,7,5,5,5,0,0,3
M Kasselman ,BOT,2023,2024,6,6,5,5,5,0,0,3
CA Keita ,Mali,2022,2024,15,14,5,5,5,0,0,3
AL Kerai ,Sri LankaE,2021,2021,9,9,5,5,5,0,0,3
SP Khakurel ,NEP,2014,2015,8,8,5,2,0,2,3,2
UT Khawaja ,Australia,2016,2016,9,9,5,5,5,0,0,1
Khurram Nawaz ,OMA,2017,2022,24,24,5,5,5,0,0,1
Khushdil Shah ,Pakistan,2019,2023,27,27,5,5,5,0,0,1
RK Kiseto ,TAN,2021,2022,13,13,5,5,5,0,0,2
MB Kruger ,Namibia,2024,2024,17,16,5,5,5,0,0,2
E Kubwimana ,RWN,2022,2024,27,27,5,5,5,0,0,1
HG Kuhn ,South Africa,2009,2017,7,7,5,5,1,4,0,3
R Kumar ,ROM,2019,2024,15,15,5,5,5,0,0,2
S Kushretha ,LUX,2020,2024,13,13,5,5,5,0,0,1
AV Lalcheta ,OMA,2015,2019,17,16,5,5,5,0,0,2
L Lamin ,Sri LankaE,2021,2024,33,33,5,5,5,0,0,1
JAD Lawrenson ,JER,2023,2024,12,12,5,5,5,0,0,2
Lucky Ali ,DEN,2019,2023,21,21,5,5,5,0,0,2
Maaz Khan ,LES,2021,2024,23,23,5,5,5,0,0,1
A Maheshwari ,CRT,2022,2024,12,12,5,5,5,0,0,2
XM Marshall (USA/WI),NA,2008,2021,20,20,5,5,5,0,0,1
JC Martin ,GUE,2020,2022,4,4,5,1,0,1,4,3
T Maruma ,Zimbabwe,2008,2019,13,13,5,5,5,0,0,1
B Masauko ,MWest Indies,2022,2023,11,11,5,5,5,0,0,2
S Matsikenyeri ,Zimbabwe,2006,2012,10,10,5,5,5,0,0,2
H McAleer ,IOM,2024,2024,5,5,5,4,0,4,1,2
A Mene-Ejegi ,SRB,2022,2024,13,13,5,5,5,0,0,2
Mirwais Ashraf ,Afghanistan,2010,2016,25,25,5,5,5,0,0,1
Mohammad Haris ,Pakistan,2022,2023,9,9,5,5,4,1,0,2
Mohamed Shafeeq ,KUW,2022,2024,32,32,5,5,5,0,0,1
M Morkel (SA/World),NA,2007,2017,44,44,5,5,5,0,0,1
CB Mpofu ,Zimbabwe,2008,2020,32,32,5,5,5,0,0,2
Muhammad Jabir ,QAT,2023,2024,14,14,5,5,5,0,0,2
Muhammad Murad ,QAT,2021,2023,15,15,5,5,5,0,0,2
Muhammad Safdar ,BHR,2022,2022,3,3,5,4,0,4,1,3
D Muhumuza ,UGA,2019,2022,32,31,5,5,5,0,0,1
A Mundra ,SWE,2024,2024,4,4,5,4,0,4,1,3
T Munyonga ,Zimbabwe,2019,2024,15,15,5,5,5,0,0,2
A Nao ,Papau New Guinea,2017,2024,18,18,5,5,5,0,0,1
R Nath ,TKY,2022,2024,12,11,5,5,0,5,0,2
AA Navicha ,MOZ,2021,2024,28,28,5,5,5,0,0,1
Nazmus Sakib ,MAS,2024,2024,4,4,5,2,0,2,3,3
OE Newey ,GUE,2019,2022,10,10,5,4,0,4,1,2
RJ Nicol ,New Zealand,2010,2013,21,21,5,5,5,0,0,2
Noorkhan Ahmedi ,SUI,2021,2024,10,10,5,5,5,0,0,2
Noor Ahmad ,Afghanistan,2022,2024,14,14,5,5,5,0,0,2
JJ Nyambo ,TAN,2022,2024,13,13,5,5,5,0,0,2
TM Odoyo ,Kenya,2007,2013,11,11,5,5,5,0,0,2
Osama Mahmood ,SUI,2021,2024,15,15,5,5,5,0,0,1
A Otwani ,UGA,2019,2022,17,16,5,5,3,2,0,1
DR Patankar ,MLT,2023,2024,17,17,5,5,4,1,0,1
HV Patel ,India,2021,2023,25,24,5,5,5,0,0,2
MV Pavlovic ,SRB,2022,2024,16,15,5,5,5,0,0,2
Raaz Mohammad ,FIN,2021,2024,21,21,5,5,5,0,0,1
A Randhawa ,Aut,2022,2024,21,21,5,5,5,0,0,1
V Ravindran ,HUN,2023,2024,9,9,5,4,4,0,1,2
Saeed Ahmed ,SWE,2023,2024,9,9,5,5,5,0,0,2
Bilal Safdar ,NOR,2021,2022,9,9,5,5,5,0,0,2
Sahibzada Farhan ,Pakistan,2018,2024,8,8,5,5,5,0,0,2
Salman Nazar ,Canada,2021,2022,8,8,5,5,5,0,0,3
Sarawut Maliwan ,THA,2023,2024,24,24,5,5,5,0,0,1
Saud Islam ,UGA,2021,2021,20,19,5,5,5,0,0,2
E Schiferli ,NED,2008,2010,7,6,5,5,5,0,0,1
K Senamontree ,THA,2019,2024,16,16,5,5,5,0,0,2
Shafiq Sharif ,MAS,2019,2021,13,12,5,2,0,2,3,2
OA Shah ,England,2007,2009,17,17,5,5,5,0,0,2
M Shahbaz Butt ,NOR,2022,2023,10,10,5,5,5,0,0,2
A Shahi ,CYP,2024,2024,9,9,5,5,5,0,0,2
Shahzeb Choudhry ,SWE,2023,2023,5,5,5,5,5,0,0,2
J Shaju ,MLT,2021,2024,23,23,5,5,5,0,0,1
Shan Masood ,Pakistan,2022,2022,19,19,5,5,5,0,0,2
Shapoor Zadran ,Afghanistan,2010,2020,36,36,5,5,5,0,0,1
Sheikh Rasik ,HUN,2023,2024,6,6,5,5,5,0,0,2
Shubman Gill ,India,2023,2024,21,21,5,5,5,0,0,1
RJ Sidebottom ,England,2007,2010,18,18,5,5,5,0,0,2
